instrument_name,instrument_key,resampled_price_type,datetime,open,high,low,close,volume,open_interest,RSI
ATUL AUTO LIMITED,NSE_EQ|INE951D01028,Monthly,2025-09-01,430.15,554.0,426.3,501.95,32680295.0,0.0,27.387113140537807
WE WIN LIMITED,NSE_EQ|INE082W01014,Monthly,2025-09-01,51.0,53.84,47.0,48.55,214955.0,0.0,37.41921813751456
M&M FIN. SERVICES LTD,NSE_EQ|INE774D01024,Monthly,2025-09-01,254.55,292.0,253.5,290.25,32739622.0,0.0,47.334973349733495
MOTILALAMC - MONQ50,NSE_EQ|INF247L01AU3,Monthly,2025-09-01,83.08,94.89,79.26,90.11,3493985.0,0.0,69.78080120937264
MASTER TRUST LIMITED,NSE_EQ|INE677D01037,Monthly,2025-09-01,151.75,159.44,138.15,141.5,5743814.0,0.0,
CENTRUM CAPITAL LIMITED,NSE_EQ|INE660C01027,Monthly,2025-09-01,36.88,38.5,35.01,36.63,3821381.0,0.0,42.7516158818098
TATA COMMUNICATIONS LTD,NSE_EQ|INE151A01013,Monthly,2025-09-01,1560.0,1745.2,1536.4,1652.9,5614313.0,0.0,39.67861179849083
HERO MOTOCORP LIMITED,NSE_EQ|INE158A01026,Monthly,2025-09-01,5113.5,5524.5,5109.5,5429.5,10965243.0,0.0,49.355209187858904
LORENZINI APPARELS LTD,NSE_EQ|INE740X01023,Monthly,2025-09-01,10.36,12.77,10.0,11.58,588701.0,0.0,32.72727272727272
THE RUBY MILLS LTD,NSE_EQ|INE301D01026,Monthly,2025-09-01,222.99,263.98,221.5,233.88,527841.0,0.0,48.39270199826238
MUKAND LTD.,NSE_EQ|INE304A01026,Monthly,2025-09-01,127.4,144.59,127.4,135.52,2436800.0,0.0,37.11841132354495
GODFREY PHILLIPS INDIA LT,NSE_EQ|INE260B01028,Monthly,2025-09-01,3695.0,3947.0,3333.0,3453.0,26122261.0,0.0,74.85408560311284
MALU PAPER MILLS LIMITED,NSE_EQ|INE383H01017,Monthly,2025-09-01,37.5,42.4,37.3,40.49,645022.0,0.0,37.99565989347011
HDFCAMC - HDFCNIF100,NSE_EQ|INF179KC1HR4,Monthly,2025-09-01,25.76,29.0,25.5,26.63,1639912.0,0.0,50.698974836905876
GROWWAMC - GROWWGOLD,NSE_EQ|INF666M01IW1,Monthly,2025-09-01,103.04,110.62,102.02,110.31,5066526.0,0.0,
MAX INDIA LIMITED,NSE_EQ|INE0CG601016,Monthly,2025-09-01,218.6,226.0,203.69,207.31,600999.0,0.0,30.997191011235955
RUPA & COMPANY LTD,NSE_EQ|INE895B01021,Monthly,2025-09-01,191.3,212.84,189.0,203.51,2142043.0,0.0,28.344795248515155
TTK HEALTHCARE LIMITED,NSE_EQ|INE910C01018,Monthly,2025-09-01,1177.0,1204.2,1124.2,1190.3,49408.0,0.0,28.897642290346496
ALLIED BLEND N DISTILS L,NSE_EQ|INE552Z01027,Monthly,2025-09-01,508.9,565.5,491.1,541.0,7392375.0,0.0,70.47853624208304
PDS LIMITED,NSE_EQ|INE111Q01021,Monthly,2025-09-01,324.0,357.5,317.8,346.85,1924178.0,0.0,29.57046503372382
DSPAMC - DSPGOLDETF,NSE_EQ|INF740KA1SW3,Monthly,2025-09-01,100.79,109.71,100.72,109.26,10098193.0,0.0,93.08082945408377
LIFE INSURA CORP OF INDIA,NSE_EQ|INE0J1Y01017,Monthly,2025-09-01,853.8,913.8,852.15,904.5,16519924.0,0.0,36.04459973281266
SOMANY CERAMICS LIMITED,NSE_EQ|INE355A01028,Monthly,2025-09-01,457.5,509.45,446.5,479.8,910487.0,0.0,29.954603970458706
TIPS MUSIC LIMITED,NSE_EQ|INE716B01029,Monthly,2025-09-01,578.55,617.5,570.0,597.8,2744584.0,0.0,48.17951376886738
R R KABEL LIMITED,NSE_EQ|INE777K01022,Monthly,2025-09-01,1170.0,1294.4,1170.0,1267.2,1206235.0,0.0,38.1133605062265
KRITI INDUSTRIES IND LTD,NSE_EQ|INE479D01038,Monthly,2025-09-01,133.09,155.9,128.55,145.25,175341.0,0.0,37.5926833251674
ADITYA BIRLA FASHION & RT,NSE_EQ|INE647O01011,Monthly,2025-09-01,77.79,94.95,76.43,93.48,247328271.0,0.0,20.243078679478643
WEBSOL ENERGY SYSTEM LTD,NSE_EQ|INE855C01015,Monthly,2025-09-01,1340.0,1415.0,1255.9,1261.9,2687519.0,0.0,61.27342937245429
AJOONI BIOTECH LIMITED,NSE_EQ|INE820Y01021,Monthly,2025-09-01,5.4,5.94,5.07,5.44,10236413.0,0.0,32.65625
REGAAL RESOURCES LIMITED,NSE_EQ|INE0MHO01029,Monthly,2025-09-01,114.7,114.95,101.55,102.7,23738395.0,0.0,
VINYL CHEMICALS (I) LTD.,NSE_EQ|INE250B01029,Monthly,2025-09-01,275.5,325.0,269.0,295.95,313220.0,0.0,34.59271906151896
EIMCO ELECON (INDIA) LTD,NSE_EQ|INE158B01016,Monthly,2025-09-01,2249.7,2355.3,1901.0,2042.5,283865.0,0.0,32.9503879279664
WEIZMANN LTD,NSE_EQ|INE080A01014,Monthly,2025-09-01,106.0,122.5,105.62,109.62,228945.0,0.0,44.46068134076172
KDDL LIMITED,NSE_EQ|INE291D01011,Monthly,2025-09-01,2400.0,2754.9,2314.1,2601.0,281090.0,0.0,39.976899669043334
DR. REDDY S LABORATORIES,NSE_EQ|INE089A01031,Monthly,2025-09-01,1260.1,1326.8,1247.6,1301.4,19154126.0,0.0,47.43576242628476
URJA GLOBAL LIMITED,NSE_EQ|INE550C01020,Monthly,2025-09-01,13.23,14.45,13.15,13.83,18892070.0,0.0,28.029445073612692
VAKRANGEE LIMITED,NSE_EQ|INE051B01021,Monthly,2025-09-01,8.57,9.77,8.38,8.74,70310423.0,0.0,39.981935872346824
INDBANK MERCH BANK,NSE_EQ|INE841B01017,Monthly,2025-09-01,35.0,36.0,31.5,32.81,804880.0,0.0,25.89543937708565
TATA CONSUMER PRODUCT LTD,NSE_EQ|INE192A01025,Monthly,2025-09-01,1059.1,1144.4,1057.0,1130.1,20647869.0,0.0,46.47499251272835
MOTILALAMC - MOALPHA50,NSE_EQ|INF247L01FR8,Monthly,2025-09-01,49.24,53.27,49.1,51.72,99421.0,0.0,
MIRAEAMC - LIQUIDPLUS,NSE_EQ|INF769K01MY5,Monthly,2025-09-01,1048.35,1053.74,1046.56,1051.46,1252121.0,0.0,
NELCAST LIMITED,NSE_EQ|INE189I01024,Monthly,2025-09-01,149.8,154.4,141.44,145.27,1184693.0,0.0,49.25090197517275
MIRAEAMC - SMALLCAP,NSE_EQ|INF769K01LC3,Monthly,2025-09-01,44.11,47.14,44.11,46.63,19816010.0,0.0,38.53153435833073
BIKAJI FOODS INTERN LTD,NSE_EQ|INE00E101023,Monthly,2025-09-01,794.3,818.7,757.6,773.65,6021495.0,0.0,54.07800181399567
PAISALO DIGITAL LIMITED,NSE_EQ|INE420C01059,Monthly,2025-09-01,30.25,41.7,30.09,38.53,369328615.0,0.0,24.832790258960728
K.P. ENERGY LIMITED,NSE_EQ|INE127T01021,Monthly,2025-09-01,424.0,440.35,410.05,431.1,2330285.0,0.0,
HP ADHESIVES LIMITED,NSE_EQ|INE0GSL01024,Monthly,2025-09-01,46.11,51.41,44.95,49.49,2155254.0,0.0,13.225629791894846
MAN COAT METAL & IND LTD,NSE_EQ|INE830Q01018,Monthly,2025-09-01,143.0,155.4,133.93,145.45,2940710.0,0.0,68.8165078190062
HINDUSTAN PETROLEUM CORP,NSE_EQ|INE094A01015,Monthly,2025-09-01,377.0,417.35,376.6,412.75,37260914.0,0.0,52.074478850435135
MUFIN GREEN FINANCE LTD,NSE_EQ|INE08KJ01020,Monthly,2025-09-01,85.99,92.77,82.99,86.15,7092966.0,0.0,39.099662579211596
QUANTUM NIFTY 50 ETF,NSE_EQ|INF082J01028,Monthly,2025-09-01,2670.17,2780.09,2670.16,2751.06,5268.0,0.0,53.15390432607472
ICICIPRAMC - ICICIBANKP,NSE_EQ|INF109KC18U7,Monthly,2025-09-01,26.59,27.41,25.71,27.11,22859979.0,0.0,56.54761904761905
SAMBHAAV MEDIA LTD,NSE_EQ|INE699B01027,Monthly,2025-09-01,6.57,7.0,6.17,6.27,863348.0,0.0,55.69917743830787
MANGALAM GLOBAL ENT LTD,NSE_EQ|INE0APB01032,Monthly,2025-09-01,16.26,16.7,14.36,16.04,12747339.0,0.0,57.3170731707317
DIXON TECHNO (INDIA) LTD,NSE_EQ|INE935N01020,Monthly,2025-09-01,16770.0,18400.0,16770.0,18082.0,3094149.0,0.0,65.47176113281705
CAPITAL TRUST LIMITED,NSE_EQ|INE707C01018,Monthly,2025-09-01,45.9,45.9,41.91,44.22,372361.0,0.0,18.873325213154686
FOCUS LIGHTG & FIXTRS LTD,NSE_EQ|INE593W01028,Monthly,2025-09-01,94.92,99.9,90.55,94.39,583242.0,0.0,42.562373567093736
SECUREKLOUD TECH LIMITED,NSE_EQ|INE650K01021,Monthly,2025-09-01,24.89,25.74,23.25,23.78,379748.0,0.0,36.103488827910624
ADITYBIRLA SL NIF ETF-GR,NSE_EQ|INF209KB19D1,Monthly,2025-09-01,29.11,29.87,28.0,29.26,7659142.0,0.0,53.04114490161003
NIP IND ETF PSU BANK BEES,NSE_EQ|INF204KB16I7,Monthly,2025-09-01,76.4,83.2,74.31,82.22,32417166.0,0.0,49.70530451866405
BAJAJ CONSUMER CARE LTD,NSE_EQ|INE933K01021,Monthly,2025-09-01,236.9,263.5,220.1,257.65,22544572.0,0.0,48.274394856278356
AEGIS LOGISTICS LIMITED,NSE_EQ|INE208C01025,Monthly,2025-09-01,673.0,819.4,672.6,772.5,21109988.0,0.0,46.43792888334373
VISHNU PRAKASH R PUNGLI L,NSE_EQ|INE0AE001013,Monthly,2025-09-01,129.04,130.5,103.67,104.19,40210357.0,0.0,21.914841594187706
ORIENT CERATECH LIMITED,NSE_EQ|INE569C01020,Monthly,2025-09-01,36.6,41.4,36.31,39.44,967257.0,0.0,41.15097159940209
NUPUR RECYCLERS LIMITED,NSE_EQ|INE0JM501013,Monthly,2025-09-01,70.5,80.5,68.0,73.15,1285248.0,0.0,43.54126307632701
LMW LIMITED,NSE_EQ|INE269B01029,Monthly,2025-09-01,14207.0,15669.0,14004.0,15600.0,71078.0,0.0,49.90916755991882
PANACEA BIOTEC LTD,NSE_EQ|INE922B01023,Monthly,2025-09-01,416.6,474.25,402.75,408.75,2673504.0,0.0,64.88738940030387
VEEDOL CORPORATION LTD,NSE_EQ|INE484C01030,Monthly,2025-09-01,1651.8,2035.0,1601.0,1976.8,1255974.0,0.0,32.22184166748215
SADBHAV ENGINEERING LTD,NSE_EQ|INE226H01026,Monthly,2025-09-01,14.4,15.04,13.1,13.19,5022512.0,0.0,31.56002875629045
UDAYSHIVAKUMAR INFRA LTD,NSE_EQ|INE0N0Y01013,Monthly,2025-09-01,32.73,35.0,31.2,34.36,1575144.0,0.0,8.505254963020619
EXIDE INDUSTRIES LTD,NSE_EQ|INE302A01020,Monthly,2025-09-01,398.2,431.0,396.3,403.85,41848405.0,0.0,28.293658004724705
ZYDUS WELLNESS LIMITED,NSE_EQ|INE768C01028,Monthly,2025-09-01,414.0,530.9,413.0,497.6,19515736.0,0.0,52.3219814241486
PREMIER ENERGIES LIMITED,NSE_EQ|INE0BS701011,Monthly,2025-09-01,996.0,1093.0,991.0,1027.0,17934142.0,0.0,
ICICIPRAMC - ICICIMOM30,NSE_EQ|INF109KC17C7,Monthly,2025-09-01,30.56,32.32,30.2,31.46,16291565.0,0.0,35.32265890344493
BANDHAN BANK LIMITED,NSE_EQ|INE545U01014,Monthly,2025-09-01,162.0,168.88,159.53,163.19,64505491.0,0.0,32.2442906126674
UTI ASSET MNGMT CO LTD,NSE_EQ|INE094J01016,Monthly,2025-09-01,1287.9,1414.0,1285.5,1399.5,1372507.0,0.0,63.03165628263766
CLEAN SCIENCE & TECH LTD,NSE_EQ|INE227W01023,Monthly,2025-09-01,1178.0,1217.9,1134.1,1143.0,6691346.0,0.0,36.02872489490893
AARVI ENCON LIMITED,NSE_EQ|INE754X01016,Monthly,2025-09-01,130.9,133.97,120.05,124.4,439920.0,0.0,42.80426923739025
I G PETROCHEMICALS LTD,NSE_EQ|INE204A01010,Monthly,2025-09-01,428.8,448.0,428.5,430.0,238301.0,0.0,32.040951748980945
DCX SYSTEMS LIMITED,NSE_EQ|INE0KL801015,Monthly,2025-09-01,263.95,286.0,259.5,272.8,10739540.0,0.0,34.7450850635564
GHCL TEXTILES LIMITED,NSE_EQ|INE0PA801013,Monthly,2025-09-01,78.75,85.49,76.19,79.88,1275722.0,0.0,36.55046266408434
GROWWAMC - GROWWSLVR,NSE_EQ|INF666M01LA1,Monthly,2025-09-01,119.41,146.6,112.58,131.88,4521035.0,0.0,
360ONEAMC - SILVER360,NSE_EQ|INF579M01BC3,Monthly,2025-09-01,122.25,134.98,120.0,132.14,765186.0,0.0,
PVR INOX LIMITED,NSE_EQ|INE191H01014,Monthly,2025-09-01,1123.0,1166.0,1099.6,1108.0,5541926.0,0.0,33.396825396825406
CRIZAC LIMITED,NSE_EQ|INE0S4R01014,Monthly,2025-09-01,353.5,387.95,312.65,316.25,22421104.0,0.0,
SANOFI INDIA LIMITED,NSE_EQ|INE058A01010,Monthly,2025-09-01,5145.0,5175.5,5015.0,5018.0,147582.0,0.0,34.67170160295932
MINDA CORPORATION LTD,NSE_EQ|INE842C01021,Monthly,2025-09-01,498.05,552.1,498.05,532.8,5119781.0,0.0,53.30212339073733
WELSPUN LIVING LIMITED,NSE_EQ|INE192B01031,Monthly,2025-09-01,109.2,132.5,109.08,123.39,127466776.0,0.0,35.33170731707317
HAPPIEST MINDS TECHNO LTD,NSE_EQ|INE419U01012,Monthly,2025-09-01,569.05,583.4,560.0,564.2,3894494.0,0.0,21.702079309169406
FILATEX FASHIONS LIMITED,NSE_EQ|INE185E01021,Monthly,2025-09-01,0.53,0.68,0.52,0.61,684946217.0,0.0,18.320610687022906
KROSS LIMITED,NSE_EQ|INE0O6601022,Monthly,2025-09-01,189.41,237.6,188.76,213.18,59474255.0,0.0,
TATAAML - NETF,NSE_EQ|INF277K015R5,Monthly,2025-09-01,266.49,275.0,263.1,271.25,25293.0,0.0,53.00459360644981
HLV LIMITED,NSE_EQ|INE102A01024,Monthly,2025-09-01,11.67,12.6,11.6,11.95,5375943.0,0.0,22.12340188993886
RADHIKA JEWELTECH LIMITED,NSE_EQ|INE583V01021,Monthly,2025-09-01,92.05,99.65,91.2,92.66,9741964.0,0.0,55.18136032965356
TECH MAHINDRA LIMITED,NSE_EQ|INE669C01036,Monthly,2025-09-01,1485.0,1566.9,1453.3,1505.4,27485592.0,0.0,47.78139998188898
BHARAT GEARS LTD.,NSE_EQ|INE561C01019,Monthly,2025-09-01,89.05,114.78,87.5,109.21,3783833.0,0.0,47.55148290471968
SBIAMC - SBILIQETF,NSE_EQ|INF200KB1969,Monthly,2025-09-01,1003.68,1010.0,984.99,1006.63,273621.0,0.0,
ASK AUTOMOTIVE LIMITED,NSE_EQ|INE491J01022,Monthly,2025-09-01,482.3,545.5,482.3,514.5,4022600.0,0.0,60.08040372936448
XCHANGING SOLUTIONS LTD,NSE_EQ|INE692G01013,Monthly,2025-09-01,85.81,92.75,85.6,87.18,1399135.0,0.0,22.59997820638553
MAHINDRA LOGISTIC LIMITED,NSE_EQ|INE766P01016,Monthly,2025-09-01,318.1,369.9,313.65,364.1,2266682.0,0.0,32.16068457333016
NBCC (INDIA) LIMITED,NSE_EQ|INE095N01031,Monthly,2025-09-01,98.3,117.2,98.3,114.95,168356870.0,0.0,48.223596459318536
TIPS FILMS LIMITED,NSE_EQ|INE0LQS01015,Monthly,2025-09-01,451.45,522.0,429.0,460.15,109948.0,0.0,46.2290502793296
EDELAMC - EBBETF0431,NSE_EQ|INF754K01LE1,Monthly,2025-09-01,1369.79,1378.47,1363.0,1371.14,181799.0,0.0,91.54113557358062
GOODLUCK INDIA LIMITED,NSE_EQ|INE127I01024,Monthly,2025-09-01,1208.9,1292.0,1050.0,1101.9,5854885.0,0.0,55.341121213945925
S&S POWER SWITCHGEARS LTD,NSE_EQ|INE902B01017,Monthly,2025-09-01,356.5,468.9,356.5,385.1,91186.0,0.0,50.57343984813732
EPIGRAL LIMITED,NSE_EQ|INE071N01016,Monthly,2025-09-01,1808.0,1831.8,1742.0,1745.6,326742.0,0.0,50.45419211549138
YATHARTH HOSP & TRA C S L,NSE_EQ|INE0JO301016,Monthly,2025-09-01,695.05,819.95,674.0,774.25,10268528.0,0.0,67.22170661134464
APOLLO MICRO SYSTEMS LTD,NSE_EQ|INE713T01028,Monthly,2025-09-01,264.5,354.7,261.3,332.05,419833441.0,0.0,80.54311631645425
ASHIMA LTD,NSE_EQ|INE440A01010,Monthly,2025-09-01,24.9,26.0,23.0,23.68,2612610.0,0.0,31.19698397737983
COUNTRY CLUB HOSP HOL LTD,NSE_EQ|INE652F01027,Monthly,2025-09-01,18.9,19.5,15.93,17.03,1141070.0,0.0,26.80363115145724
ZERODHAAMC - MID150CASE,NSE_EQ|INF0R8F01059,Monthly,2025-09-01,10.49,11.19,10.26,10.85,19598351.0,0.0,50.341296928327644
SALONA COTSPIN LTD.,NSE_EQ|INE498E01010,Monthly,2025-09-01,236.35,257.9,234.01,245.01,9901.0,0.0,31.59524712425734
POLYPLEX CORPORATION LTD,NSE_EQ|INE633B01018,Monthly,2025-09-01,1010.3,1090.0,998.0,1065.2,886889.0,0.0,44.53128469292598
RANA SUGARS LTD.,NSE_EQ|INE625B01014,Monthly,2025-09-01,14.4,15.69,14.12,14.59,4467929.0,0.0,22.67990074441687
VRL LOGISTICS LIMITED,NSE_EQ|INE366I01010,Monthly,2025-09-01,266.1,289.9,259.75,287.3,3118616.0,0.0,31.339418657344467
TVS SUPPLY CHAIN SOL L,NSE_EQ|INE395N01027,Monthly,2025-09-01,122.57,138.0,122.57,130.15,12304011.0,0.0,28.13570708767216
SOFTTECH ENGINEERS LTD,NSE_EQ|INE728Z01015,Monthly,2025-09-01,389.0,418.8,370.0,370.7,116199.0,0.0,51.29963898916968
NAVIN FLUORINE INT. LTD,NSE_EQ|INE048G01026,Monthly,2025-09-01,4631.0,4995.0,4567.0,4713.3,1315058.0,0.0,59.74951645134058
CESC LTD,NSE_EQ|INE486A01021,Monthly,2025-09-01,152.69,172.75,152.33,168.19,28582684.0,0.0,48.91722930732683
JAIN DVR EQUITY SHARES,NSE_EQ|IN9175A01010,Monthly,2025-09-01,31.2,35.48,30.45,33.05,1570897.0,0.0,40.34550013931458
ARVIND FASHIONS LIMITED,NSE_EQ|INE955V01021,Monthly,2025-09-01,518.0,579.0,515.25,554.05,4965547.0,0.0,53.76123920591115
MOTOR & GENERAL FINANCE L,NSE_EQ|INE861B01023,Monthly,2025-09-01,25.5,27.5,25.5,26.72,153437.0,0.0,27.5609756097561
UNITED BREWERIES LTD,NSE_EQ|INE686F01025,Monthly,2025-09-01,1840.9,1874.0,1768.0,1774.9,3722655.0,0.0,41.64927657206455
CYIENT DLM LIMITED,NSE_EQ|INE055S01018,Monthly,2025-09-01,424.75,488.0,421.5,478.55,3498088.0,0.0,27.613776137761377
ADANI GREEN ENERGY LTD,NSE_EQ|INE364U01010,Monthly,2025-09-01,920.4,1177.55,916.25,1152.15,72087440.0,0.0,31.706803526779836
TECHNOCRAFT IND LTD,NSE_EQ|INE545H01011,Monthly,2025-09-01,2450.0,2608.0,2435.0,2481.5,206282.0,0.0,33.218704188302354
TVS HOLDINGS LIMITED,NSE_EQ|INE105A01035,Monthly,2025-09-01,11971.0,13750.0,11830.0,13428.0,208486.0,0.0,48.67726605785867
TRANSINDIA REAL ESTATE L,NSE_EQ|INE0O3901029,Monthly,2025-09-01,31.55,34.05,31.55,32.31,2183849.0,0.0,28.64252142659663
SANGINITA CHEMICALS LTD,NSE_EQ|INE753W01010,Monthly,2025-09-01,9.9,10.95,9.23,9.83,2505992.0,0.0,16.7420814479638
ORIENT TECHNOLOGIES LTD,NSE_EQ|INE0PPK01015,Monthly,2025-09-01,304.0,379.0,300.55,362.95,7605563.0,0.0,52.44362145360756
FEDERAL-MOGUL GOETZE (IND,NSE_EQ|INE529A01010,Monthly,2025-09-01,532.0,577.4,529.25,553.25,729949.0,0.0,61.47993746743095
AUTHUM INVEST & INFRA LTD,NSE_EQ|INE206F01022,Monthly,2025-09-01,3232.0,3295.0,3000.0,3035.1,3959602.0,0.0,79.25562228749287
INTL CONVEYORS LIMITED,NSE_EQ|INE575C01027,Monthly,2025-09-01,87.54,106.8,87.5,104.75,4983634.0,0.0,59.17808219178083
ASHOK LEYLAND LTD,NSE_EQ|INE208A01029,Monthly,2025-09-01,127.35,142.63,125.85,139.42,279845836.0,0.0,55.63387581631594
BIRLASLAMC - ABGSEC,NSE_EQ|INF209KC1134,Monthly,2025-09-01,108.34,110.57,108.33,110.57,142274.0,0.0,80.871828236825
NIP IND ETF IT,NSE_EQ|INF204KB15V2,Monthly,2025-09-01,37.65,40.42,37.43,38.78,159247273.0,0.0,39.52991452991453
JAYANT AGRO ORGANICS LTD,NSE_EQ|INE785A01026,Monthly,2025-09-01,237.55,256.8,236.1,247.85,116009.0,0.0,35.027768049231994
XTGLOBAL INFOTECH LIMITED,NSE_EQ|INE547B01028,Monthly,2025-09-01,32.7,46.25,31.56,44.61,5609623.0,0.0,
STRLNG & WIL REN ENE LTD,NSE_EQ|INE00M201021,Monthly,2025-09-01,261.35,281.7,259.65,265.3,30591438.0,0.0,13.082233679979026
UTIAMC - UTIBANKETF,NSE_EQ|INF789F1AUV1,Monthly,2025-09-01,55.59,57.88,54.06,57.14,3679048.0,0.0,59.840778416629824
CREATIVE EYE LIMITED,NSE_EQ|INE230B01021,Monthly,2025-09-01,7.02,8.83,7.02,7.78,423655.0,0.0,53.364116094986805
ONE POINT ONE SOL LTD,NSE_EQ|INE840Y01029,Monthly,2025-09-01,43.0,46.78,42.23,44.68,8686349.0,0.0,30.857661473302073
UTIAMC - NIF10GETF,NSE_EQ|INF789F1AZF3,Monthly,2025-09-01,25.83,26.41,25.6,25.85,140610.0,0.0,74.38202247191012
INFOSYS LIMITED,NSE_EQ|INE009A01021,Monthly,2025-09-01,1476.7,1555.0,1428.3,1499.5,128529919.0,0.0,32.07079301794137
SHALIM PAINTS LTD,NSE_EQ|INE849C01026,Monthly,2025-09-01,72.26,88.71,70.57,82.42,6264391.0,0.0,29.35329341317366
SBIAMC - SBIETFIT,NSE_EQ|INF200KA1S14,Monthly,2025-09-01,373.79,403.2,365.06,387.02,110983.0,0.0,39.39075169844401
CITY UNION BANK LTD,NSE_EQ|INE491A01021,Monthly,2025-09-01,194.16,212.75,193.5,206.21,33273373.0,0.0,60.46368232827723
GODREJ CONSUMER PRODUCTS,NSE_EQ|INE102D01028,Monthly,2025-09-01,1248.9,1309.0,1220.1,1232.2,21642763.0,0.0,39.97114691031498
MOTHERSON SUMI WRNG IND L,NSE_EQ|INE0FS801015,Monthly,2025-09-01,41.79,50.54,41.61,47.58,216499064.0,0.0,48.03410705826622
GROWWAMC - GROWWEV,NSE_EQ|INF666M01IH2,Monthly,2025-09-01,30.35,32.22,29.0,31.72,5643797.0,0.0,43.392960184650896
DISHMAN CARBO AMCIS LTD,NSE_EQ|INE385W01011,Monthly,2025-09-01,263.7,315.45,260.0,314.4,7654346.0,0.0,64.64954746369186
SBIAMC - SBIETFPB,NSE_EQ|INF200KA1S22,Monthly,2025-09-01,267.26,281.7,265.51,274.49,52012.0,0.0,56.49798734905117
UNITED SPIRITS LIMITED,NSE_EQ|INE854D01024,Monthly,2025-09-01,1311.0,1364.0,1291.7,1339.9,15901451.0,0.0,47.37106017191977
ANTHEM BIOSCIENCES LTD,NSE_EQ|INE0CZ201020,Monthly,2025-09-01,826.0,873.5,801.2,831.25,7812488.0,0.0,
QUANTUM GOLD FUND,NSE_EQ|INF082J01408,Monthly,2025-09-01,85.93,94.44,85.93,93.08,3874474.0,0.0,92.87481444829291
HINDUSTAN COMPOSITES LTD.,NSE_EQ|INE310C01029,Monthly,2025-09-01,456.0,505.0,448.1,472.75,111732.0,0.0,37.583380979607405
NIP IND ETF MIDCAP 150,NSE_EQ|INF204KB1V68,Monthly,2025-09-01,215.9,235.0,213.5,224.69,9482497.0,0.0,49.96690933156849
BLUSPRING ENTERPRISES LTD,NSE_EQ|INE0U4101014,Monthly,2025-09-01,79.0,89.95,78.77,84.41,13821600.0,0.0,
MUSIC BROADCAST LIMITED,NSE_EQ|INE919I01024,Monthly,2025-09-01,8.59,9.25,8.33,8.88,1424345.0,0.0,10.807974816369367
UMIYA BUILDCON LIMITED,NSE_EQ|INE398B01018,Monthly,2025-09-01,81.02,88.75,78.6,81.87,582495.0,0.0,50.44223826714802
CROMPT GREA CON ELEC LTD,NSE_EQ|INE299U01018,Monthly,2025-09-01,331.2,337.5,307.1,308.75,30883990.0,0.0,29.424491562094346
THE UGAR SUGAR WORKS LTD,NSE_EQ|INE071E01023,Monthly,2025-09-01,41.5,48.85,41.29,44.24,3671963.0,0.0,19.52095808383234
NAGARJUN FERT AND CHE LTD,NSE_EQ|INE454M01024,Monthly,2025-09-01,5.24,5.69,5.12,5.36,8329680.0,0.0,25.0
VISAGAR POLYTEX LTD,NSE_EQ|INE370E01029,Monthly,2025-09-01,0.82,0.88,0.72,0.81,6359084.0,0.0,22.91666666666667
CORDS CABLE INDUS LTD.,NSE_EQ|INE792I01017,Monthly,2025-09-01,174.11,188.94,171.99,178.37,235526.0,0.0,35.6053637991964
RAYMOND LIFESTYLE LIMITED,NSE_EQ|INE02ID01020,Monthly,2025-09-01,1108.8,1350.0,1108.8,1252.7,4173701.0,0.0,
SPECTRUM ELECTRIC IND LTD,NSE_EQ|INE01EO01010,Monthly,2025-09-01,1518.1,1518.1,1350.3,1379.8,56542.0,0.0,33.22819361882809
ANANT RAJ LIMITED,NSE_EQ|INE242C01024,Monthly,2025-09-01,518.4,688.7,515.55,677.6,113095302.0,0.0,55.01638001638002
CROWN LIFTERS LIMITED,NSE_EQ|INE491V01019,Monthly,2025-09-01,159.83,191.0,154.0,165.86,679936.0,0.0,20.545930793621622
MOLD-TEK PACKAGING LTD,NSE_EQ|INE893J01029,Monthly,2025-09-01,780.0,870.5,780.0,812.8,1116639.0,0.0,48.74226114116794
KUANTUM PAPERS LIMITED,NSE_EQ|INE529I01021,Monthly,2025-09-01,111.55,114.45,108.52,111.02,828251.0,0.0,28.867426118540536
KRITI NUTRIENTS LIMITED,NSE_EQ|INE798K01010,Monthly,2025-09-01,97.74,104.53,93.68,97.06,399345.0,0.0,40.18569799641636
CIGNITI TECHNOLOGIES LTD,NSE_EQ|INE675C01017,Monthly,2025-09-01,1629.4,1742.0,1550.6,1621.7,1095792.0,0.0,57.50917902775738
GUJARAT RAFFIA INDUST LTD,NSE_EQ|INE610B01024,Monthly,2025-09-01,38.78,40.5,37.22,38.99,45338.0,0.0,43.93717277486912
SAMHI HOTELS LIMITED,NSE_EQ|INE08U801020,Monthly,2025-09-01,212.3,222.0,205.5,206.2,11232291.0,0.0,55.08390062004076
HINDUSTAN MOTORS LIMITED,NSE_EQ|INE253A01025,Monthly,2025-09-01,22.35,25.44,21.54,21.54,7322375.0,0.0,34.99108381216564
GE VERNOVA T&D INDIA LTD,NSE_EQ|INE200A01026,Monthly,2025-09-01,2779.0,3147.0,2698.7,3022.8,6161063.0,0.0,73.66627709831937
CINEVISTA LIMITED,NSE_EQ|INE039B01026,Monthly,2025-09-01,17.77,22.65,16.92,18.43,373733.0,0.0,50.0
DSJ KEEP LEARNING LTD,NSE_EQ|INE055C01020,Monthly,2025-09-01,2.96,3.02,2.67,2.77,760294.0,0.0,42.7209705372617
